text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
"For most of his presidency, the Republican has demanded sharp cuts to legal immigration, and has made this a non-negotiable element of any deal.",http://www.msnbc.com/rachel-maddow-show/has-trump-really-reversed-course-legal-immigration,0,MSNBC,immigration,1,No agreement,[],Tndf3BH75nrfnGxGi2Cr5t,24
Harvey Weinstein’s rape trial took a dramatic turn on Tuesday as the judge threatened to revoke his bail and jail the former film producer after catching him using his cellphone just as jury selection got underway.,https://www.reuters.com/article/us-people-harvey-weinstein/judge-threatens-to-jail-harvey-weinstein-for-texting-in-court-idUSKBN1Z60H9?feedType=RSS&feedName=topNews,0,Reuters,#metoo,2,Entirely factual,[],89co3PHERhHkHGUPEqhHax,36
Jay-Z and the NFL began teaming up as part of a social justice initiative announced last summer in the wake of the controversy over players kneeling during the national anthem to protest racial injustice.,https://www.nbcnews.com/news/us-news/gun-violence-claimed-chicago-teen-hadiya-pendleton-s-life-her-n1154906?cid=public-rss_20200311,0,MSNBC,sport,1,Entirely factual,[],3NaGQyCTMouzNrg9Gs5kt6,34
"n the U.S. justice system, prosecutors can present findings to a grand jury to decide if there is sufficient evidence to bring charges against a suspect.",https://www.reuters.com/article/global-race-usa-louisville/lawyer-for-breonna-taylors-family-calls-for-release-of-grand-jury-evidence-idINKCN26G2L3,0,Reuters,black lives matter,2,Entirely factual,[],rc9Z9qy3dwCoeSBDAvXxF4,26
"President Donald Trump on Tuesday pledged to take a hard line on anyone destroying or vandalizing U.S. historical monuments and threatened to use force on some protesters, as political activism against racial injustice continued to sweep the country and threaten his re-election chances.",https://www.reuters.com/article/us-minneapolis-police-statues-military-idUSKBN23V2IR,0,Reuters,black lives matter,2,Somewhat factual but also opinionated,[],ZNvBbhNWGGtdcCM7BocSi8,43
"Reports that dozens of Iranian-Americans were detained at the U.S.-Canada border on Saturday and questioned about their “political views and allegiances” were met with alarm by lawmakers and rights groups, particularly given the soaring military tensions between Iran and the U.S. following the Trump administration’s assassination of Iranian General Qasem Soleimani.",https://www.alternet.org/2020/01/alarming-iranian-americans-reportedly-detained-at-us-border-and-asked-about-political-views/,0,Alternet,international-politics-and-world-news,1,Entirely factual,[],PQyBuorRWWqB8UPT7hLjho,51
"A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens.",https://www.breitbart.com/politics/2019/02/11/billionaire-kochs-back-gop-dem-plan-to-outsource-middle-class-american-jobs-2/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,middle-class,0,Expresses writer’s opinion,['boon'],AkkmzSiM6GwkRCzsxWAXLD,50
George Washington University (GW)’s Parliamentary Debate Society has decided along with Wellesley College to host a debate tournament exclusively for women and biological males who identify as women while males who identify as men will not be allowed to participate.,https://www.breitbart.com/tech/2019/02/18/george-washington-university-no-men-allowed-to-participate-in-debate-tournament/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,gender,0,Entirely factual,[],MuTrMQnqYevCgUaqj4o7Jh,40
"For some on the right, all references to massacres such as these are supposed to avoid phrases such as “mass shooting” and “gun violence,” because the rhetoric, according to the right, might imply there’s something wrong with guns. ",http://www.msnbc.com/rachel-maddow-show/parkland-anniversary-trump-changes-gun-violence-school-violence,1,MSNBC,gun-control,1,No agreement,[],fqKJffdsjotGZcSA5zbkpH,38
"Harris, like her Democrat competitors at the time, signaled that she supports free, taxpayer-funded health care for illegal aliens, which by some estimates could cost up to $660 billion per decade.",http://feedproxy.google.com/~r/breitbart/~3/bRnqCF_40wg/,1,Breitbart,gun control,0,Entirely factual,"['illegal', 'aliens']",vk3ZUph5KWuKUdXwW5BN3F,31
"A transgender California prison inmate who was born male but identifies as female underwent gender-reassignment surgery paid for by the state this week in what is believed to be the first such case in the United States, her attorneys said Friday.",https://www.reuters.com/article/us-california-transgender-idUSKBN14R01Q,0,Reuters,#metoo,2,Entirely factual,[],X2Lr9EmTLFV7deXacJnC7h,41
"The trio ended up on the wet, slippery wall after smugglers abandoned them.",https://www.foxnews.com/us/border-patrol-san-diego-border-wall-rescue-stuck-smugglers?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fnational%20%28Internal%20-%20US%20Latest%20-%20Text%29,0,Fox News,immigration,0,No agreement,[],uKCws5k2hTuRH6h5K3G5p2,13
"This would be enough of a problem in normal times, but now, experts say, the widespread, sometimes indiscriminate use of tear gas on American civilians in the midst of a respiratory pandemic threatens to worsen the coronavirus, along with racial disparities in its spread and who dies from it.",https://www.alternet.org/2020/06/tear-gas-is-way-more-dangerous-than-police-let-on-especially-during-the-coronavirus-pandemic/,0,Alternet,coronavirus,1,Somewhat factual but also opinionated,[],j7F3LmKYiWxHqetU2HfHd5,49
"Republicans could try again to repeal Obamacare if they win enough seats in U.S. elections next month, Senate Republican Leader Mitch McConnell said on Wednesday, calling a failed 2017 push to repeal the healthcare law a “disappointment.”",https://www.reuters.com/article/us-usa-senate-mcconnell-policy/mcconnell-says-senate-republicans-might-revisit-obamacare-repeal-idUSKCN1MR2QE?feedType=RSS&feedName=politicsNews&utm_source=Twitter&utm_medium=Social,0,Reuters,universal health care,2,Entirely factual,[],pNK2UE5MAuWtmHAm8ag7Ao,37
"President Donald Trump, however, would have us all eat our “one marshmallow now” with a reckless return to pre-pandemic life. He would risk igniting a second wave of infection, which would entail the needless sacrifice of thousands of more lives and a squandered chance to lay the foundation for a durable post-pandemic economy.",https://www.alternet.org/2020/06/worse-than-a-preschooler-donald-trump-is-failing-the-marshmallow-test/,1,Alternet,trump-presidency,1,No agreement,"['reckless', 'igniting']",8rmhzH34CNQmQ55XwVpMJ5,53
"If an FBI background check takes longer than three business days, a gun dealer can sell the firearm to a buyer, under current regulations.",https://www.reuters.com/article/usa-guns-fbi/spiking-us-gun-sales-deluge-fbis-background-check-system-cause-delays-idUSL8N2GB5RA,0,Reuters,gun control,2,Entirely factual,[],MSeK6X28MjdLTzFGTjDDFR,24
MSNBC anchor Katy Tur on Wednesday boldly declared that there was “almost no middle class” in America.,https://www.foxnews.com/entertainment/msnbcs-katy-tur-challenged-on-air-after-claiming-america-has-almost-no-middle-class?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fentertainment%20%28Internal%20-%20Entertainment%20-%20Mixed%29,1,Fox News,middle-class,0,Somewhat factual but also opinionated,['boldly'],zVPYR77tjWMfsEeTNCofYC,17
"The legislation also provides work permits for a huge number of illegal migrants who have jobs in the very broad category of “essential critical infrastructure.” That category includes janitors and food workers in hospitals, as well as stoop labor in agriculture.",https://www.breitbart.com/politics/2020/05/13/democrats-coronavirus-bill-imports-more-foreign-doctors-nurses/,1,Breitbart,coronavirus,0,Entirely factual,[],yLRrHycWcJeaDj9t2M7QLF,41
"The U.S. states of Texas and Ohio have ordered abortions be postponed as non-essential procedures to free up resources to fight coronavirus, a move critics said on Tuesday was political.",,0,Reuters,abortion,2,Entirely factual,[],Py78mnWgyc5NpSAxyGEvBY,30
"We might note that at the time of this Texas ruling, national liberals were spluttering with outraged opposition.",https://www.breitbart.com/politics/2020/01/01/pinkerton-the-attacks-in-new-york-and-texas-move-the-gun-control-debate-in-the-direction-the-founders-wanted/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,gun-control,0,Expresses writer’s opinion,"['spluttering', 'outraged']",nYerrA3MZ3rvFaggFkJJRs,18
"In a September executive order, President Donald Trump gave states and local governments the right to reject refugees, but instead of saying no, most state and local officials have blindsided the administration by opting in, according to two former officials familiar with the matter.",https://www.nbcnews.com/politics/immigration/blindsiding-trump-most-republican-governors-have-agreed-accept-refugees-n1113556?cid=public-rss_20200110,1,MSNBC,immigration,1,Somewhat factual but also opinionated,['blindsided'],CfoXjjqpyfHf5L8k6LkQvu,44
"An investigative journalist whose exposés on the deep-rooted corruption in African soccer led to the downfall of a member of the high-powered FIFA Council was shot dead Wednesday, months after a Ghana politician called for retribution against him.",,0,Fox News,sport,0,Entirely factual,[],P4qr7UP2y4ZtmSLQPe25mY,38
Citizens of all political stripes are snapping up guns and ammunition in record numbers.,https://www.reuters.com/article/uk-usa-election-pennsylvania-special-rep-idUKKBN2781FQ,0,Reuters,gun control,2,Entirely factual,[],H5wWbMzaBDNDZMbVeMxtc9,14
"The second side is represented by lenders, who – in my view – do little to assess an individual’s ability to repay a student loan. If a student borrows to enroll in a program, limits placed on amounts borrowed are quite high when federal and private loans are combined.",https://www.alternet.org/2020/02/a-college-president-explains-why-student-debt-is-a-disaster/,1,Alternet,student-debt,1,Expresses writer’s opinion,[],5aXp9tzTyHL3UHZCE35WwT,49
"American manufacturing jobs have boomed to a more than 20-year high as President Trump has imposed a wide range of tariffs on imported steel, aluminum, and Chinese products — dooming predictions made by free traders that have yet to pan out.",https://www.breitbart.com/politics/2019/01/04/free-traders-prediction-of-tariff-doom-fails-as-u-s-manufacturing-booms/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,international-politics-and-world-news,0,Somewhat factual but also opinionated,[],w5osBZR27NWr77KpiBfAQ6,41
It was at this point that Trump thought it’d be a good idea to start bragging.,http://www.msnbc.com/rachel-maddow-show/why-trumps-response-the-latest-mass-shootings-came-short?cid=sm_npd_ms_tw_ma,1,MSNBC,gun-control,1,Expresses writer’s opinion,"['bragging', 'good', 'idea']",EGtQAFHE3exJXxwxQ7Y4qG,16
"The message from the Bouman backlash is that if you are a woman who becomes the face of a massive scientific breakthrough, sexist internet trolls will spend way too much of their time harassing you and trying to disprove your credibility.",https://www.alternet.org/2019/04/how-the-first-image-of-a-black-hole-turned-into-a-lesson-on-sexism-in-stem/,1,Alternet,gender,1,Somewhat factual but also opinionated,[],cqBadAAcJ28U6ogENGCbcQ,41
The case was sent back to lower courts to determine whether the gun owners may seek damages or press claims that the amended law still infringes their rights. ,,0,Reuters,gun-control,2,Entirely factual,['infringes'],Lnrh5oLEm25eKgNCsd4a8U,28
"Using the International Holocaust Remembrance Alliance's definition of anti-Semitism, Canada’s vote for creation of a Palestinian state does not delegitimize Israel, any more than Canadian criticism of any other state delegitimizes it.",https://www.alternet.org/2019/12/what-constitutes-fair-and-unfair-criticism-of-israel/,0,Alternet,international-politics-and-world-news,1,No agreement,[],Rxfj2A2hRosvuRK8Yrx4wP,32
"A U.S. official, speaking on condition of anonymity, confirmed that a range of options were under discussion but that it had not yet reached the level of Trump’s top national security team or been taken to the president.",https://www.reuters.com/article/health-coronavirus-usa-china-idUSL1N2CI20B,0,Reuters,coronavirus,2,Entirely factual,[],DDRdnh8rJSdp2HQtTn7kiq,38
"Physicians are fleeing the island as a financially strapped healthcare system, long treated less generously than the states under Medicaid and Medicare, squeezes their income.",https://www.reuters.com/investigates/special-report/usa-puertorico-healthcare/,1,Reuters,universal health care,2,Somewhat factual but also opinionated,['fleeing'],hCsyRHPC2bingu7X8UMkUP,25
"The Democratic candidates predictably criticized the worst Trump administration immigration policies, such as families separated at the border and chronic uncertainty for undocumented people in the U.S., many of whom arrived decades ago as children.",https://www.alternet.org/2020/02/how-u-s-foreign-policy-triggers-crisis-and-immigration/,0,Alternet,immigration,1,Somewhat factual but also opinionated,[],4aZBVggLCExALKyUZJJTfz,35
"There are no more major cases against the NCAA proceeding currently, but Wilken has slowly eroded some of the NCAA’s favorite arguments and restrictions.",https://www.huffpost.com/entry/ncaa-pay-college-athletes-final-four_n_5ca61cb9e4b082d775e1d201,1,HuffPost,sport,1,Somewhat factual but also opinionated,['eroded'],5dvVyBAKzyfGSFRwCta3ak,24
Sen. Bernie Sanders finished ahead of Joe Biden in the first major national poll of the year that did not find the former vice president leading the pack of potential 2020 Democratic presidential candidates. ,https://eu.usatoday.com/story/news/politics/2019/04/16/election-2020-bernie-sanders-leads-joe-biden-national-poll/3482387002/,0,USA Today,elections-2020,2,Entirely factual,[],HRF8k36CUrs9YHcHNbxMcg,34
"Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.",https://www.alternet.org/2020/06/unpublished-watchdog-report-exposes-the-continuing-horrors-of-trumps-family-separation-2-years-later/,1,Alternet,immigration,1,No agreement,"['kidnapping', 'horrors']",seZqQNsZxzDZvvS7bHBuGQ,29
"Monday's incident at the Suchiate River, which separates Mexico and Guatemala, underscores the challenges facing Mexican authorities tasked with containing the large group of migrants at the behest of the Trump administration.",https://www.foxnews.com/world/caravan-migrants-cross-mexico-river-throw-rocks-at-countrys-national-guard?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fworld%20%28Internal%20-%20World%20Latest%20-%20Text%29,0,Fox News,immigration,0,Entirely factual,[],cv9TgH6oUDhaGvkVc7QpsM,32
"John William King, 44, a white supremacist who orchestrated the attack, is the second man to be executed in one of the most gruesome hate crimes in modern U.S. history.",https://eu.usatoday.com/story/news/nation/2019/04/24/james-byrd-jr-killer-execution-john-william-king/3567572002/,1,USA Today,white-nationalism,2,Somewhat factual but also opinionated,"['supremacist', 'gruesome']",eEPLgRAae9s3fRbtRZytgH,30
"Black Lives Matter activists in Chicago held a rally Monday evening to stand in solidarity with the dozens of individuals who were arrested after a night of mass looting and criminal activity, with one organizer brazenly defending looting as a form of reparations.",http://feedproxy.google.com/~r/breitbart/~3/gFQu1rUSEzk/,1,Breitbart,gun control,0,Somewhat factual but also opinionated,['brazenly'],2BFgRFmRoowzwehCR54NTh,43
"Experts have warned that a total U.S. withdrawal from Syria, which is still embroiled in a chaotic civil war spawned eight years ago by protests against dictator Bashar al-Assad, would advance the interests of Iran and Russia.",https://www.alternet.org/2019/02/mitch-mcconnell-just-orchestrated-a-devastating-rebuke-to-trump-on-syria-a-sign-fractures-in-the-gop-may-be-growing-from-syria/,1,Alternet,international-politics-and-world-news,1,Entirely factual,"['embroiled', 'chaotic']",Ghr5b7HUZym5Dn5BX9x3S7,37
"According to the Guardian, a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural-born female athletes is likely unfair to the women and they want more research before new rules are made.",https://www.breitbart.com/sports/2019/06/16/british-female-olympians-want-ioc-suspend-unfair-transgender-rules/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,sport,0,Entirely factual,[],8SJmcH7piyfefq3V9gmiZr,40
"While Brazil has taken the lead in a direct attack on the Amazon, with Bolsonaro adding a racial element to his attack on indigenous people, the pressure to open the Amazonian forests to agriculture, logging and mining is not just limited to Brazil. ",https://www.alternet.org/2019/09/white-nationalism-and-crony-capitalism-are-the-sparks-that-started-fires-in-the-amazon/,1,Alternet,white-nationalism,1,Entirely factual,[],uSLA9X5PXQsPo2nqx4qwSn,43
Ingraham began the exchange by noting American graduates’ salaries have been suppressed by the flood of foreign graduates.,https://www.breitbart.com/economy/2020/01/12/donald-trump-we-dont-have-enough-foreign-workers/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,immigration,0,No agreement,"['flood', 'suppressed']",uZHNJAiFNgMpgbdgqZkT6o,18
"The note, which was full of anti-Semitic language and lauded white supremacy, named the Christchurch shooter and the man accused of fatally shooting 11 people.",https://www.nbcnews.com/news/us-news/white-nationalism-fueled-violence-rise-fbi-slow-call-it-domestic-n1039206,1,MSNBC,white-nationalism,1,Somewhat factual but also opinionated,['fatally'],vEhQY4VPi84WopwFC2ebNP,25
"Bennett mounted an unsuccessful primary election challenge to Pan in 2018 and failed to qualify for the general election. In May, he launched a recall campaign against Pan, filing a petition accusing him of “high treason” for authoring legislation to restrict vaccine exemptions for school children.",https://www.reuters.com/article/us-california-crime-vaccines/anti-vaccine-activist-charged-for-assault-of-california-senator-idUSKCN1VC06U,0,Reuters,vaccines,2,Entirely factual,[],e5Wib5p7fsmoWRXL7QwFGS,46
"Supporters of Sen. Elizabeth Warren (D-MA) are blaming her lackluster Super Tuesday performance, in part, on sexism, contending that she would be the frontrunner if she were a man.",https://www.breitbart.com/politics/2020/03/04/elizabeth-warren-supporters-cry-sexism-this-would-have-been-over-long-ago-if-warren-were-a-man/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,gender,0,Somewhat factual but also opinionated,['lackluster'],h28HKTJeZVeZL235TMP8zM,29
"Sen. Elizabeth Warren is aggressively pushing a new wealth tax – which she’s dubbed the “UltraMillionaireTax” – ahead of this weekend’s formal presidential campaign launch, but keeps running into the same question from critics: Is it even constitutional?",https://www.foxnews.com/politics/elizabeth-warrens-wealth-tax-faces-constitutional-questions,1,Fox News,middle-class,0,Somewhat factual but also opinionated,"['aggressively', 'dubbed']",ELyhCn5caP8ed4EmSvoW2W,38
"As the future administration of Joe Biden and Kamala Harris heads for the White House (no matter the recalcitrant loser still ensconced there), the rest of us must equip ourselves with both courage and caution, living as we do in a divided nation, in -- to be exact -- two very different Americas.",https://www.alternet.org/2020/11/joe-biden-mitch-mcconnell/,1,Alternet,black lives matter,1,Expresses writer’s opinion,"['recalcitrant', 'loser']",iN32SxcZkKub9FoXepZ8vu,53
Hungary is backing President Trump in his crackdown on migrants claiming asylum at the southern border -- as the government touts its own success in drastically reducing the influx of migrants into the country.,https://www.foxnews.com/world/hungary-backs-trump-on-asylum-crackdown-as-it-touts-its-own-border-success,1,Fox News,immigration,0,Somewhat factual but also opinionated,[],RrPjBkJae32bsm2nn4Kofc,34
"The head of the World Health Organization said Wednesday its emergency committee needed more information before it was ready to declare the deadly global coronavirus virus outbreak a public health emergency, even as the hard-hit Chinese city of Wuhan shut down all air and train traffic to try to contain its spread.",https://eu.usatoday.com/story/news/health/2020/01/22/wuhan-china-coronavirus-outbreak-death-toll-public-health-emergency/4539750002/,0,USA Today,coronavirus,2,Entirely factual,[],aa22GMYrAutVgLXXMSPXPh,52
"The U.S. government on Monday said it would increase by 2.53 percent on average 2020 payments to the health insurers that manage Medicare Advantage insurance plans for seniors and the disabled, a reflection of a new estimate on medical cost growth.",https://www.reuters.com/article/us-usa-healthcare-medicare/u-s-government-boosts-2020-medicare-payments-to-insurers-by-2-53-percent-idUSKCN1RD37K,0,Reuters,universal health care,2,Entirely factual,[],GCYEYiDbpCKtsxxfxKkQai,41
The failure to act to ameliorate global warming exposes the myth of human progress and the illusion that we are rational creatures. ,https://www.alternet.org/2019/04/a-professor-of-astrophysics-explains-why-humans-are-on-the-path-to-self-destruction-not-the-first-time-theres-been-a-civilization-in-the-universe/,1,Alternet,environment,1,Expresses writer’s opinion,['myth'],gfuWCLAMrNtqH6nS9PAfym,22
"The conservative Club for Growth Action group launched NeverTrumperChrisJacobs.com and launched an ad, claiming that Jacobs campaigned with Never Trump Republican Bill Weld as well as refusing to back President Donald Trump in 2016.",http://feedproxy.google.com/~r/breitbart/~3/yw_4_x2Q838/,0,Breitbart,universal health care,0,Somewhat factual but also opinionated,['claiming'],do6NZj9oa6yWhM2wHNBLgX,34
"Bannon, who previously served as Executive Chairman of Breitbart News, has denied the false claims spewed against him mostly by those on the left.",https://www.breitbart.com/politics/2017/03/29/menendez-to-aipac-steve-bannon-a-white-nationalist/,1,Breitbart,white-nationalism,0,Somewhat factual but also opinionated,['spewed'],Q5bC9HwNzLN4CRDyxQjKcS,24
President Emmanuel Macron is concerned that Black Lives Matter protests could spread rioting across France.,http://feedproxy.google.com/~r/breitbart/~3/aUwlgZloqDE/,1,Breitbart,black lives matter,0,Entirely factual,[],LCa6Ljkd4GGxfrnRJGhAmw,15
"Richmond Times-Dispatch reports that there were 81,204 firearm transactions in Virginia during June 2020, a 157 increase over the number of transactions in June 2019.",http://feedproxy.google.com/~r/breitbart/~3/NhRcsK-2Gpk/,0,Breitbart,gun control,0,Entirely factual,[],ajceUutGWL787GqB3dS2Vk,25
"The rising hysteria among gun nuts has led to Watts being personally inundated on social media with grotesque, misogynist harassment in recent days.",https://www.alternet.org/2020/01/state-of-emergency-tensions-rise-in-virginia-as-right-wing-gun-fanatics-descend/,1,Alternet,gun control,1,Somewhat factual but also opinionated,"['hysteria', 'grotesque', 'misogynist', 'harassment', 'gun', 'nuts']",2E2P3huYJUVrgWVSzn97QT,23
The deputy commissioner of Kolkata Police eventually apologized for the bloodying of students - many of whom were women - and argued that tensions had risen too quickly. ,https://www.foxnews.com/world/violent-clashes-india-civil-unrest?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fworld%20%28Internal%20-%20World%20Latest%20-%20Text%29,1,Fox News,international-politics-and-world-news,0,Entirely factual,[],vDEmHE4yFd2EgqauVJ8A65,28
Those assumptions were bolstered this week when Justice Stephen Breyer signaled in a dissent that Roe’s days may very well be numbered.,http://www.msnbc.com/rachel-maddow-show/alabama-breaks-new-ground-radical-anti-abortion-measure,0,MSNBC,abortion,1,Entirely factual,['may'],picHaKKDTRV367GHDEgN69,22
"Obama’s claim that “history” was on his side is arguably false. The massive, historically unprecedented wave of immigrants crashing across the U.S. southern border is a political phenomenon, set in motion by the 1965 Immigration and Nationality Act and accelerated by the Obama administration’s disastrous Deferred Action for Childhood Arrivals (DACA).",https://www.breitbart.com/politics/2015/02/26/obama-to-amnesty-beneficiaries-theres-going-to-be-a-president-rodriguez-someday/,1,Breitbart,student-debt,0,Expresses writer’s opinion,"['unprecedented', 'disastrous', 'wave', 'crashing']",AP8tHshjaTBgbY3bkTsDDF,51
"On this episode of the Federalist Radio Hour, Garett shares his experiences covering politics, how television and print media have changed, and his own account of the first year of the Trump presidency.",https://thefederalist.com/2018/10/17/white-house-correspondent-major-garrett-documents-wild-first-year-of-trump-presidency/,0,Federalist,trump-presidency,0,Entirely factual,[],z4fupeksieQ9r7mFyTDuH2,33
"A quarter of Americans have little or no interest in taking a coronavirus vaccine, a Reuters/Ipsos poll published on Thursday found, with some voicing concern that the record pace at which vaccine candidates are being developed could compromise safety.",https://www.reuters.com/article/us-health-coronavirus-vaccine-poll-exclu/exclusive-a-quarter-of-americans-are-hesitant-about-a-coronavirus-vaccine-reuters-ipsos-poll-idUSKBN22X19G,0,Reuters,vaccines,2,Entirely factual,[],3JJo8PUeYsS3mUuV6sFCsy,39
DeSantis was initially tentative to shut down outdoor recreational areas like beaches and was ridiculed by the media for his allegedly relaxed response.,https://thefederalist.com/2020/05/20/ron-desantis-spits-fire-at-mainstream-media-for-apocalyptic-reporting-on-floridas-coronavirus-response/,1,Federalist,coronavirus,0,Somewhat factual but also opinionated,['ridiculed'],GuVLZfeSixoAZBNM9hpR5T,23
"The demonstrators are, ostensibly, protesting the death of George Floyd, a black man who died after being pinned down a white police officer, who has since been charged with third-degree murder and negligent manslaughter, in the U.S. city of Minneapolis, Minnesota — although some believe Mr Floyd’s death is increasingly being used as cover for riots, looting, and the advancement of various political agendas.",https://www.breitbart.com/europe/2020/05/31/antifa-black-lives-matter-spread-george-floyd-unrest-london/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,['ostensibly'],h5WM9qTzHny8LNehBCNzvT,64
"I get that the media really want to do some bullcrap horse-race point-scoring partisan sniping right now. But these are actually important questions. And “gotcha” reporting may get you butt-slapped by your fellow reporters at the bar, but it’s actually really dangerous.",https://thefederalist.com/2015/02/04/3-ways-media-hacks-are-dangerously-politicizing-vaccines/,1,Federalist,vaccines,0,Expresses writer’s opinion,"['bullcrap', 'butt-slapped', 'partisan', 'sniping']",BR8JStJQUtmgX6GGPnTNJj,42
"As the deadly COVID-19 contagion sweeps across the country, gun sales are surging, spurred in many regions by panic buying and purchases by first-time firearm owners. ",https://www.alternet.org/2020/04/the-supreme-court-is-poised-to-extend-gun-rights-at-the-worst-possible-time/,1,Alternet,gun-control,1,Somewhat factual but also opinionated,"['sweeps', 'spurred']",7wHvdCnfo4dgKVvuwLXaSg,26
"Among rich lefties, perhaps, this new reality was acceptable, as it dovetailed with their guilt over their own success.",https://thefederalist.com/2018/08/02/not-white-threat-harming-politics-tying-race-destiny/,1,Federalist,white-nationalism,0,Expresses writer’s opinion,['lefties'],Qbth8S3VM5QndR5brcaMiw,19
A small group of Black teenage girls carrying megaphones stood in front of the federal courthouse in downtown Portland near midnight on Thursday facing a largely white band of protesters.,https://www.reuters.com/article/us-global-race-protests-portland-activis/in-portland-some-black-activists-frustrated-with-white-protesters-idUSKCN24W2QD?il=0,0,Reuters,black lives matter,2,Entirely factual,[],SgC7ixRtD3FD7npSwidY4L,30
"So far, the debate facilitated by the corporate news media on health care has been framed as a question of whether or not Americans were in favor of universal health care or wanted to hold on to their private plan, assuming they have one.",https://www.alternet.org/2020/03/the-coronavirus-outbreak-made-universal-healthcare-into-a-national-security-issue/,0,Alternet,universal health care,1,Entirely factual,[],7dxfmRqM65ww4NtHkcT4B7,44
"Unfortunately, as the number of recommended childhood vaccines has nearly tripled, the likelihood of on-time and successful completion of vaccination series is reduced.",https://thefederalist.com/2017/07/26/blame-money-not-anti-vaxxers-americas-low-child-vaccination-rates/,1,Federalist,vaccines,0,Somewhat factual but also opinionated,[],6r7fG7QJd8VaMqWeoAGzZj,23
Experts warn that the extreme weather conditions that caused wildfireares in Australia are a mark of climate change.,https://www.nbcnews.com/news/world/state-emergency-declared-parts-australia-ravaged-wildfires-n1109401?cid=public-rss_20200102,0,MSNBC,environment,1,Entirely factual,[],vLNy96NFkThL6dBdwJfuzR,18
"Trump defended his administration’s decision to step up its assault on the healthcare law passed under former President Barack Obama, which expanded healthcare coverage to about 20 million Americans.",https://www.reuters.com/article/us-usa-trump-healthcare/trump-says-he-can-produce-a-better-healthcare-plan-than-obamacare-idUSKCN1R82EE,1,Reuters,universal health care,2,Entirely factual,[],xATe8mWdiRtgBWyj7ndUnm,29
"Floyd died after a white police officer, Derek Chauvin, knelt on his neck for nearly nine minutes while detaining him on May 25.",https://www.reuters.com/article/uk-minneapolis-police-soccer-ars-leno-idUKKBN23K094?taid=5ee4ae2ccc071f00018dc63f&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,0,Reuters,black lives matter,2,Entirely factual,[],riGeHB5uQRY6wsyLwDnu49,23
"Joe Biden can count among his many celebrity activists, Cardi B, who has told New York police “fuck you,” said Minnesota rioters had “no choice but to loot and steal after George Floyd’s death, and has revealed herself as a gun control advocate.",http://feedproxy.google.com/~r/breitbart/~3/a-YDj3eGbbc/,1,Breitbart,gun control,0,Somewhat factual but also opinionated,[],V2fRG9ukLRrPYDCY7MqrbL,43
"Trump, not surprisingly, used the speech as an opportunity to attack former President Barack Obama, claiming that he did nothing to promote criminal justice reform when he was in office. ",https://www.alternet.org/2020/06/rambling-like-an-idiot-americans-slam-trump-for-turning-address-on-police-reform-into-tone-deaf-campaign-rally/,1,Alternet,black lives matter,1,Somewhat factual but also opinionated,"['claiming', 'not', 'surprisingly']",wvKUsWV4AUpYmbrHk4a3vo,30
Dem Senators Say Mismanaged Student Loan Program Screwed Thousands,https://www.huffpost.com/entry/public-service-loan-forgiveness-program-senators-cfpb-investigation_n_5db945d6e4b066da55291b4b,1,HuffPost,student-debt,1,No agreement,[],UxxVLzQRT9H8eTRDGtqkWz,9
Every member of all four teams playing on Major League Baseball’s Opening Day took a knee to protest racial inequality prior to the playing of the U.S. national anthem on Thursday.,https://www.reuters.com/article/us-baseball-mlb-kneeling/nationals-yankees-protest-racial-inequality-at-season-opener-idUSKCN24P04Y,0,Reuters,black lives matter,2,Entirely factual,[],UMtAF9wYDip3JsdNqyMFzM,31
